title,budget,vote_count,revenue
Creepshow,8000000.0,228.0,21028755.0
Creepshow 2,3500000.0,133.0,14000000.0
Re-Animator,900000.0,263.0,2023414.0
Drugstore Cowboy,2500000.0,117.0,4729352.0
Falling Down,25000000.0,837.0,40903593.0
The General,750000.0,240.0,0.0
My Best Girl,483103.0,2.0,1027757.0
Piranha,660000.0,120.0,0.0
Nighthawks,5000000.0,87.0,19905359.0
Spaceballs,22700000.0,924.0,38119483.0
Robin Hood,15000000.0,1155.0,32056467.0
Quest for Fire,12000000.0,111.0,55260558.0
Little Big Man,15000000.0,128.0,31559552.0
Trading Places,40600000.0,763.0,90400000.0
Under the Rainbow,20000000.0,7.0,2297493.0
Anywhere But Here,23000000.0,67.0,18653615.0
Dogma,10000000.0,842.0,30652890.0
The Messenger: The Story of Joan of Arc,60000000.0,373.0,66976317.0
Pokémon: The First Movie: Mewtwo Strikes Back,30000000.0,336.0,163644662.0
The Longest Day,10000000.0,237.0,50100000.0
Tora! Tora! Tora!,25485000.0,150.0,29548291.0
Women on the Verge of a Nervous Breakdown,700000.0,149.0,7179298.0
The Verdict,16000000.0,132.0,53977250.0
Repulsion,300000.0,218.0,0.0
Sleepy Hollow,100000000.0,1774.0,206071502.0
The World Is Not Enough,135000000.0,878.0,361832400.0
All About My Mother,8272296.0,337.0,67872296.0
Bicycle Thieves,133000.0,404.0,361712.0
Matewan,4000000.0,33.0,1680358.0
The Grapes of Wrath,750000.0,211.0,0.0
The Natural,28000000.0,162.0,47951979.0
Fatal Attraction,14000000.0,305.0,320145693.0
Jagged Edge,15000000.0,63.0,0.0
Stanley & Iris,23000000.0,26.0,5820015.0
Midnight Run,30000000.0,241.0,38413606.0
Backdraft,75000000.0,360.0,152368585.0
The Fisher King,24000000.0,346.0,41895491.0
The River,18000000.0,21.0,11500000.0
End of Days,100000000.0,488.0,211989043.0
Toy Story 2,90000000.0,3914.0,497366869.0
Ride with the Devil,38000000.0,49.0,635096.0
Tumbleweeds,312000.0,11.0,1281176.0
The End of the Affair,23000000.0,56.0,10827816.0
The Bonfire of the Vanities,47000000.0,113.0,15691192.0
The Two Jakes,19000000.0,48.0,10000000.0
Deuce Bigalow: Male Gigolo,17000000.0,314.0,65535067.0
The Green Mile,60000000.0,4166.0,284600000.0
The Cider House Rules,24000000.0,285.0,88545092.0
The Last Picture Show,1300000.0,133.0,29133000.0
The 7th Voyage of Sinbad,650000.0,52.0,0.0
Anna and the King,75000000.0,204.0,0.0
Bicentennial Man,100000000.0,998.0,93700000.0
Stuart Little,133000000.0,998.0,300135367.0
Fantasia 2000,80000000.0,300.0,90874570.0
Magnolia,37000000.0,844.0,48451803.0
Onegin,14000000.0,26.0,206128.0
Simpatico,10000000.0,6.0,929606.0
Easy Rider,360000.0,411.0,0.0
Any Given Sunday,55000000.0,430.0,100230832.0
Man on the Moon,82000000.0,444.0,47434430.0
Galaxy Quest,45000000.0,722.0,90683916.0
The Talented Mr. Ripley,40000000.0,790.0,128798265.0
Next Friday,11000000.0,145.0,59827328.0
The Hurricane,50000000.0,401.0,73956241.0
Angela's Ashes,25.0,59.0,13.0
Play It to the Bone,24000000.0,53.0,8434146.0
"Girl, Interrupted",40000000.0,747.0,0.0
My Dog Skip,7000000.0,71.0,0.0
Supernova,90000000.0,109.0,14828081.0
The Terrorist,24554.0,4.0,140021.0
Stalag 17,1661530.0,143.0,0.0
Papillon,12000000.0,445.0,53267000.0
Even Dwarfs Started Small,200000.0,27.0,0.0
Dead Calm,10000000.0,178.0,7825000.0
Fast Times at Ridgemont High,4500000.0,330.0,27092880.0
A Cry in the Dark,15000000.0,49.0,6908797.0
Batman: Mask of the Phantasm,6000000.0,218.0,5617391.0
Poison,250000.0,15.0,609524.0
Down to You,9000000.0,71.0,0.0
Eye of the Beholder,15000000.0,42.0,0.0
Isn't She Great,36000000.0,14.0,3003296.0
Malcolm X,34000000.0,377.0,48169908.0
Sister Act,31000000.0,713.0,231605150.0
Sister Act 2: Back in the Habit,38000000.0,384.0,57319029.0
The Hand that Rocks the Cradle,11700000.0,196.0,88036683.0
Alive,32000000.0,383.0,36733909.0
Scent of a Woman,31000000.0,763.0,134095253.0
Wayne's World,20000000.0,738.0,121697323.0
A League of Their Own,40000000.0,362.0,107458785.0
Patriot Games,45000000.0,440.0,178051587.0
The Bodyguard,25000000.0,681.0,411006740.0
Death Becomes Her,55000000.0,655.0,149022650.0
Far and Away,60000000.0,294.0,137783840.0
Twin Peaks: Fire Walk with Me,10000000.0,429.0,4160851.0
Buffy the Vampire Slayer,7000000.0,192.0,16624456.0
Hard Boiled,4500000.0,169.0,0.0
El Mariachi,220000.0,243.0,2040920.0
Bad Lieutenant,1000000.0,162.0,2019469.0
Scream 3,40000000.0,749.0,161834276.0
Single White Female,16000000.0,139.0,48017402.0
The Boondock Saints,6000000.0,848.0,30471.0
Gun Shy,10000000.0,24.0,1631839.0
The Beach,40000000.0,1271.0,144056873.0
The Tigger Movie,30000000.0,146.0,45554533.0
Trois,200000.0,1.0,1160268.0
Eaten Alive,520000.0,41.0,0.0
"To Sir, with Love",640000.0,72.0,0.0
Boiler Room,26000000.0,202.0,28780255.0
Hanging Up,40000000.0,42.0,36037909.0
Pitch Black,23000000.0,1812.0,53187659.0
The Whole Nine Yards,41300000.0,540.0,106371651.0
The Circus,9000000.0,119.0,0.0
City Lights,1500000.0,444.0,19181.0
The Kid,250000.0,404.0,2500000.0
Reindeer Games,42000000.0,175.0,32168970.0
Wonder Boys,35000000.0,165.0,0.0
3 Strikes,6000000.0,15.0,9000000.0
Chain of Fools,20000000.0,24.0,0.0
Drowning Mona,16000000.0,43.0,15427192.0
The Next Best Thing,25000000.0,29.0,24362772.0
What Planet Are You From?,60000000.0,37.0,0.0
Beyond the Mat,2053648.0,17.0,500000.0
Cross of Iron,6000000.0,89.0,0.0
Birdy,12000000.0,112.0,1400000.0
Blood Feast,24500.0,26.0,4000000.0
Color Me Blood Red,50000.0,16.0,0.0
A Raisin in the Sun,1500000.0,26.0,0.0
Two Thousand Maniacs!,65000.0,30.0,0.0
Mission to Mars,90000000.0,374.0,60874615.0
The Ninth Gate,38000000.0,768.0,58401898.0
Breaking Away,2300000.0,80.0,20000000.0
Hoosiers,9000000.0,143.0,28607524.0
Bull Durham,7000000.0,154.0,50888000.0
Dog Day Afternoon,1800000.0,685.0,46665856.0
American Graffiti,777000.0,330.0,140000000.0
The Searchers,3750000.0,332.0,0.0
Betrayed,19000000.0,19.0,0.0
Daughters of the Dust,800000.0,9.0,0.0
JFK,40000000.0,513.0,205405498.0
Shanghai Surprise,17000000.0,15.0,0.0
Blind Date,18000000.0,115.0,39321715.0
Nadine,12000000.0,21.0,5669831.0
The Muppets Take Manhattan,8000000.0,102.0,0.0
Titanic,1805000.0,27.0,4905000.0
A Night to Remember,1680000.0,45.0,0.0
Erin Brockovich,52000000.0,730.0,256271286.0
Final Destination,23000000.0,1416.0,53302314.0
The Crimson Pirate,1850000.0,30.0,0.0
Thelma & Louise,16000000.0,766.0,45361000.0
Animal House,2700000.0,420.0,141000000.0
Do the Right Thing,6500000.0,301.0,37295445.0
Mo' Better Blues,10000000.0,48.0,16153593.0
Jungle Fever,14000000.0,71.0,32482682.0
Creature Comforts,500000.0,29.0,0.0
Death Wish,3000000.0,165.0,22000000.0
Death Wish 2,2000000.0,74.0,45000000.0
Death Wish 3,9000000.0,68.0,16945171.0
Death Wish 5: The Face of Death,5000000.0,46.0,1702394.0
Double Indemnity,927262.0,425.0,2500000.0
Cool as Ice,6000000.0,27.0,1193062.0
Teenage Mutant Ninja Turtles,13500000.0,486.0,202000000.0
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,25000000.0,290.0,78000000.0
Teenage Mutant Ninja Turtles III,21000000.0,189.0,42000000.0
Red Dawn,4200000.0,217.0,38376497.0
Band of the Hand,8700000.0,14.0,4865912.0
Bloodsport,1500000.0,370.0,11806119.0
Eyes of Laura Mars,7000000.0,46.0,20000000.0
"Good Morning, Vietnam",13000000.0,658.0,123922370.0
Guess Who's Coming to Dinner,4000000.0,174.0,56666667.0
Romeo Must Die,25000000.0,334.0,91036760.0
Whatever It Takes,15000000.0,38.0,9902115.0
Waking the Dead,8500000.0,22.0,327418.0
Lord of the Flies,250000.0,164.0,0.0
Modern Times,1.0,881.0,8500000.0
Solar Crisis,55000000.0,7.0,0.0
Hud,2500000.0,69.0,10000000.0
The Hustler,2000000.0,243.0,7600000.0
Dersu Uzala,4000000.0,90.0,0.0
Close Encounters of the Third Kind,20000000.0,1122.0,303788635.0
Jacob's Ladder,25000000.0,376.0,25965144.0
La Bamba,6500000.0,120.0,54215416.0
Ladyhawke,20000000.0,264.0,18432000.0
Lucas,6000000.0,53.0,8200000.0
High Fidelity,30000000.0,636.0,47126295.0
The Road to El Dorado,95000000.0,892.0,76432727.0
The Skulls,15000000.0,160.0,35007180.0
El Dorado,4653000.0,96.0,6000000.0
Hook,70000000.0,1563.0,300854823.0
Horror Express,300000.0,63.0,0.0
Midnight Express,2300000.0,309.0,35000000.0
Misery,20000000.0,1085.0,61276872.0
Mr. Saturday Night,43000000.0,17.0,13300000.0
Murphy's Romance,13000000.0,14.0,30867525.0
Network,3800000.0,391.0,23689877.0
No Way Out,15000000.0,155.0,35509515.0
The Outlaw Josey Wales,3700000.0,303.0,31800000.0
Black and White,10000000.0,20.0,5241315.0
Frequency,31000000.0,473.0,68106245.0
Ready to Rumble,24000000.0,51.0,12372410.0
Return to Me,24000000.0,68.0,36609995.0
Rules of Engagement,60000000.0,178.0,71000000.0
The End of Violence,5000000.0,17.0,0.0
Force 10 from Navarone,5000000.0,94.0,7230000.0
Mystery Train,2800000.0,92.0,0.0
Arthur,7000000.0,125.0,95461682.0
Bachelor Party,6000000.0,156.0,38435947.0
Predator,18000000.0,2129.0,98235548.0
The Prince of Tides,30000000.0,57.0,74787599.0
The Postman Always Rings Twice,12000000.0,115.0,0.0
28 Days,43000000.0,210.0,0.0
American Psycho,7000000.0,2128.0,34266564.0
Keeping the Faith,30000000.0,161.0,37036004.0
East Is East,3800000.0,60.0,28200000.0
Shakes the Clown,1400000.0,25.0,0.0
Cabaret,6000000.0,210.0,0.0
What Ever Happened to Baby Jane?,980000.0,210.0,0.0
Guys and Dolls,5500000.0,55.0,0.0
Marathon Man,6500000.0,227.0,21709020.0
Caddyshack,6000000.0,370.0,39846344.0
Gossip,14000000.0,70.0,5108820.0
Love & Basketball,20000000.0,93.0,27728118.0
U-571,62000000.0,345.0,127666415.0
The Virgin Suicides,6000000.0,841.0,10409377.0
Jennifer Eight,20000000.0,74.0,11390479.0
Committed,3000000.0,12.0,0.0
The Crow: Salvation,10000000.0,74.0,0.0
The Flintstones in Viva Rock Vegas,83000000.0,140.0,59468275.0
Where the Heart Is,15000000.0,159.0,33771174.0
The Big Kahuna,7000000.0,91.0,3728888.0
The Idiots,2500000.0,107.0,7235.0
Timecode,4000000.0,19.0,0.0
Carnosaur,1000000.0,21.0,1753979.0
Gladiator,103000000.0,5566.0,457640427.0
I Dreamed of Africa,34000000.0,18.0,0.0
Human Traffic,600000.0,98.0,4000000.0
Inferno,3000000.0,113.0,0.0
The Lords of Flatbush,160000.0,18.0,4000000.0
Battlefield Earth,44000000.0,259.0,21400000.0
Center Stage,18000000.0,95.0,17200925.0
Whipped,3000000.0,11.0,0.0
Hamlet,2000000.0,35.0,1568749.0
On the Town,2111250.0,50.0,0.0
Pee-wee's Big Adventure,6000000.0,239.0,40940662.0
Honeymoon in Vegas,25000000.0,85.0,0.0
Dinosaur,127500000.0,563.0,354248063.0
Road Trip,16000000.0,550.0,119754278.0
The Hollywood Knights,2500000.0,18.0,10000000.0
The Myth Of Fingerprints,2000000.0,5.0,458815.0
Mission: Impossible II,125000000.0,1966.0,546388105.0
Shanghai Noon,55000000.0,756.0,56932305.0
Carnival of Souls,30000.0,94.0,0.0
The Gold Rush,923000.0,308.0,2500000.0
Lisa and the Devil,1000000.0,23.0,0.0
Monsieur Verdoux,2000000.0,74.0,0.0
On Her Majesty's Secret Service,6500000.0,464.0,81974493.0
The Spy Who Loved Me,14000000.0,515.0,185438673.0
Moonraker,34000000.0,551.0,210308099.0
The Man with the Golden Gun,7000000.0,533.0,97572000.0
Big Momma's House,30000000.0,514.0,173959438.0
American Gigolo,4800000.0,137.0,22743674.0
The Guns of Navarone,6000000.0,191.0,28900000.0
Puppet Master II,780000.0,32.0,0.0
Puppet Master III Toulon's Revenge,800000.0,32.0,0.0
Stay Tuned,25000000.0,51.0,10736401.0
Blazing Saddles,2600000.0,619.0,119500000.0
Eraserhead,10000.0,500.0,7000000.0
Baraka,4000000.0,156.0,0.0
The Decline of Western Civilization,100000.0,27.0,0.0
For a Few Dollars More,600000.0,988.0,15000000.0
Blood Simple,1500000.0,308.0,0.0
The Fabulous Baker Boys,13000000.0,79.0,0.0
Flatliners,26000000.0,413.0,61489265.0
Porky's,4000000.0,185.0,125728258.0
Porky's II: The Next Day,6500000.0,61.0,33759266.0
Porky's 3: Revenge,9000000.0,48.0,20518905.0
Class of Nuke 'Em High,2000000.0,43.0,0.0
Predator 2,35000000.0,743.0,57120318.0
The Running Man,27000000.0,713.0,38122105.0
Starman,22000000.0,219.0,28744356.0
Alien Nation,16000000.0,81.0,32155047.0
Mad Max,400000.0,1235.0,100000000.0
Mad Max 2: The Road Warrior,2000000.0,981.0,24600832.0
Mad Max Beyond Thunderdome,12305523.0,765.0,36230219.0
Bird on a Wire,20000000.0,209.0,0.0
Angel Heart,17000000.0,326.0,17185632.0
Nine 1/2 Weeks,17000000.0,183.0,6735922.0
Firestarter,15000000.0,174.0,17080167.0
Action Jackson,7000000.0,51.0,20256975.0
Gone in Sixty Seconds,90000000.0,1511.0,237202299.0
Love's Labour's Lost,13000000.0,14.0,299792.0
Coming Home,3000000.0,38.0,0.0
Assault on Precinct 13,150000.0,223.0,0.0
Near Dark,5000000.0,149.0,0.0
Shaft,4000000.0,68.0,12121618.0
The Conversation,1600000.0,377.0,4420000.0
Cutter's Way,3000000.0,32.0,0.0
The Fury,5500000.0,73.0,24000000.0
Serpico,3000000.0,429.0,29800000.0
Ace in the Hole,1821052.0,128.0,1300000.0
The Sugarland Express,3000000.0,70.0,12800000.0
Big Trouble in Little China,25000000.0,727.0,11000000.0
Boys and Girls,16000000.0,107.0,20627372.0
Shaft,46000000.0,316.0,107196498.0
Titan A.E.,75000000.0,320.0,36754634.0
Butterfly,3000000.0,44.0,6000000.0
Chicken Run,45000000.0,1190.0,224834564.0
"Me, Myself & Irene",51000000.0,956.0,149270999.0
The Patriot,110000000.0,1130.0,215294342.0
The Adventures of Rocky & Bullwinkle,76000000.0,89.0,35134820.0
The Perfect Storm,120000000.0,609.0,325756637.0
The Golden Bowl,15000000.0,21.0,0.0
The Kentucky Fried Movie,600000.0,67.0,0.0
Bound by Honor,35000000.0,116.0,0.0
F/X2,16400000.0,38.0,0.0
Missing in Action,1500000.0,107.0,22812411.0
Missing in Action 2: The Beginning,2410000.0,65.0,10755447.0
House Party,2500000.0,52.0,26386000.0
Make Mine Music,68.0,33.0,0.0
Melody Time,2000000.0,42.0,0.0
Shaft in Africa,2142000.0,6.0,1458000.0
Shaft's Big Score!,1978000.0,7.0,10000000.0
The Kid,65000000.0,242.0,69700000.0
Scary Movie,19000000.0,1468.0,278019771.0
But I'm a Cheerleader,1200000.0,101.0,2600000.0
The Pawnbroker,500000.0,31.0,0.0
Footloose,8200000.0,525.0,80035402.0
Duel in the Sun,6000000.0,38.0,20400000.0
X-Men,75000000.0,4172.0,296339527.0
The In Crowd,15000000.0,15.0,5217498.0
What Lies Beneath,100000000.0,504.0,155464351.0
Pokémon: The Movie 2000,30000000.0,201.0,133949270.0
Knightriders,3000000.0,17.0,0.0
Mackenna's Gold,7000000.0,44.0,0.0
Sinbad and the Eye of the Tiger,3500000.0,39.0,16000000.0
What About Bob?,35000000.0,265.0,63710000.0
Breaker Morant,107.0,37.0,0.0
Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,2000000.0,218.0,18016290.0
Love and Death,3000000.0,176.0,20173742.0
Nutty Professor II: The Klumps,84000000.0,338.0,123307945.0
Autumn in New York,65000000.0,144.0,0.0
Coyote Ugly,45000000.0,590.0,113916474.0
Hollow Man,95000000.0,645.0,190213455.0
Space Cowboys,65000000.0,407.0,128884132.0
Psycho Beach Party,1500000.0,26.0,0.0
Saving Grace,10000000.0,115.0,26330482.0
The Brain That Wouldn't Die,62000.0,34.0,0.0
The Crush,6000000.0,65.0,13609396.0
Kelly's Heroes,4000000.0,191.0,5200000.0
Phantasm II,3000000.0,97.0,7282851.0
Phantasm III: Lord of the Dead,2500000.0,56.0,0.0
Phantasm IV: Oblivion,650000.0,48.0,0.0
Pumpkinhead,3500000.0,108.0,4385516.0
Sleepaway Camp,350000.0,124.0,0.0
Silent Fall,30000000.0,12.0,3180674.0
Bless the Child,40000000.0,72.0,0.0
Cecil B. Demented,10000000.0,51.0,0.0
The Cell,33000000.0,442.0,104155843.0
Godzilla 2000,1000000.0,44.0,10037390.0
The Naked Gun: From the Files of Police Squad!,12000000.0,1020.0,78756177.0
The Naked Gun 2½: The Smell of Fear,23000000.0,556.0,86930411.0
Shane,3100000.0,143.0,20000000.0
"Suddenly, Last Summer",3000000.0,47.0,0.0
Supergirl,35000000.0,108.0,14296438.0
The Art of War,40000000.0,136.0,30199105.0
Bring It On,28000000.0,574.0,90449929.0
Highlander: Endgame,25000000.0,107.0,15843608.0
Nurse Betty,24000000.0,113.0,0.0
The Watcher,33000000.0,112.0,0.0
The Way of the Gun,8500000.0,106.0,19125401.0
Almost Famous,60000000.0,807.0,47383689.0
Bait,35000000.0,48.0,0.0
Under Suspicion,25000000.0,104.0,260562.0
Urban Legends: Final Cut,14000000.0,102.0,38574362.0
Woman on Top,8000000.0,48.0,0.0
Dancer in the Dark,12800000.0,392.0,40031879.0
The Broken Hearts Club: A Romantic Comedy,1000000.0,26.0,1744858.0
Remember the Titans,30000000.0,835.0,136706683.0
Hellraiser,1000000.0,464.0,14564027.0
Hellbound: Hellraiser II,3000000.0,227.0,12090735.0
Hellraiser III: Hell on Earth,5000000.0,160.0,12534961.0
Voyage to the Bottom of the Sea,1580000.0,35.0,7000000.0
Fantastic Voyage,5115000.0,108.0,12000000.0
The Invisible Man,328000.0,151.0,0.0
Phantom of the Opera,1500000.0,30.0,0.0
Digimon: The Movie,5500000.0,76.0,0.0
Get Carter,63600000.0,147.0,19412993.0
Get Carter,1814462.0,122.0,0.0
Meet the Parents,55000000.0,1743.0,330444045.0
Requiem for a Dream,4500000.0,2525.0,7390108.0
Tigerland,10000000.0,155.0,0.0
The Contender,9000000.0,61.0,0.0
Dr. T and the Women,12000000.0,70.0,0.0
Just Looking,3000000.0,5.0,0.0
The Ladies Man,24000000.0,35.0,13700000.0
The Time Machine,750000.0,217.0,0.0
Ghoulies,1000000.0,58.0,35000000.0
Detour,30.0,64.0,0.0
Billy Elliot,5000000.0,774.0,110000000.0
Bedazzled,48000000.0,526.0,90383208.0
Pay It Forward,40000000.0,447.0,55707411.0
The Little Vampire,22000000.0,79.0,13555988.0
Lucky Numbers,65000000.0,53.0,0.0
Charlie's Angels,92000000.0,1253.0,264105545.0
The Legend of Bagger Vance,80000000.0,259.0,39459427.0
Little Nicky,85000000.0,447.0,0.0
Men of Honor,32000000.0,556.0,48814909.0
Red Planet,80000000.0,271.0,33463969.0
Diamonds Are Forever,7200000.0,562.0,116019547.0
The 6th Day,82000000.0,603.0,96085477.0
Bounce,35000000.0,120.0,36779296.0
How the Grinch Stole Christmas,123000000.0,1440.0,345141403.0
Rugrats in Paris: The Movie,30.0,101.0,103.0
102 Dalmatians,85000000.0,327.0,183611771.0
Quills,13500000.0,129.0,7060876.0
Unbreakable,75000000.0,1994.0,248118121.0
"Crouching Tiger, Hidden Dragon",17000000.0,949.0,213525736.0
Dungeons & Dragons,35000000.0,159.0,15185241.0
Proof of Life,65000000.0,211.0,0.0
Vertical Limit,75000000.0,287.0,215663859.0
The Bounty,25000000.0,109.0,8613462.0
The Living Daylights,40000000.0,447.0,191185897.0
The Transformers: The Movie,6000000.0,134.0,5849647.0
Wall Street,15000000.0,557.0,43848069.0
Born on the Fourth of July,14000000.0,403.0,161001698.0
Talk Radio,4000000.0,46.0,3468572.0
Brewster's Millions,20000000.0,144.0,45833132.0
Snatch,10000000.0,2953.0,83557872.0
Punchline,15000000.0,41.0,21032267.0
Chocolat,25000000.0,979.0,152500343.0
"Dude, Where’s My Car?",13000000.0,523.0,73180723.0
The Emperor's New Groove,100000000.0,1544.0,169327687.0
Pollock,6.0,91.0,8.0
What Women Want,70000000.0,1021.0,374111707.0
Finding Forrester,43000000.0,305.0,80049764.0
The Gift,10000000.0,288.0,12008642.0
Cast Away,90000000.0,3304.0,429632142.0
The Family Man,60000000.0,530.0,0.0
The House of Mirth,10000000.0,25.0,5164404.0
Miss Congeniality,45000000.0,987.0,212000000.0
"O Brother, Where Art Thou?",26000000.0,1144.0,71868327.0
Dracula 2000,28000000.0,150.0,33000337.0
All the Pretty Horses,57000000.0,61.0,0.0
Thirteen Days,80000000.0,192.0,34566746.0
Traffic,48000000.0,573.0,207515725.0
Shadow of the Vampire,8000000.0,149.0,8279017.0
Kill Me Again,4000000.0,21.0,0.0
Annie,50000000.0,203.0,57059003.0
Don't Tell Mom the Babysitter's Dead,10000000.0,108.0,25196249.0
The Alamo,12000000.0,63.0,7900000.0
At Close Range,6500000.0,67.0,2347000.0
Antitrust,30000000.0,156.0,18195610.0
Save the Last Dance,13000000.0,359.0,91038276.0
Panic,1000000.0,27.0,779137.0
The Pledge,35000000.0,221.0,29400000.0
Coffy,500000.0,58.0,0.0
Foxy Brown,500000.0,51.0,0.0
Sugar & Spice,11000000.0,60.0,13276953.0
The Wedding Planner,35000000.0,433.0,94728529.0
Barfly,3000000.0,80.0,3221568.0
Beverly Hills Cop II,20000000.0,627.0,299965036.0
Beverly Hills Cop,15000000.0,985.0,316360478.0
The Brave Little Toaster,2000000.0,94.0,0.0
Can't Buy Me Love,1800000.0,167.0,31623833.0
Cherry 2000,10000000.0,67.0,14000.0
Cop,2.0,18.0,0.0
Critical Condition,14000000.0,17.0,0.0
Empire of the Sun,35000000.0,491.0,22238696.0
Ernest Goes to Camp,3000000.0,40.0,23509382.0
The Evil Dead,350000.0,913.0,29400000.0
Ishtar,55000000.0,29.0,14375181.0
Jaws: The Revenge,23000000.0,227.0,51881013.0
Less Than Zero,1.0,77.0,12396383.0
The Lost Boys,8500000.0,545.0,32222567.0
Mannequin,6000000.0,130.0,42721196.0
Masters of the Universe,22000000.0,196.0,17336370.0
The Monster Squad,12000000.0,146.0,3769990.0
Head Over Heels,14000000.0,73.0,10424470.0
Fever,6.0,1.0,0.0
The Million Dollar Hotel,8000000.0,76.0,0.0
Hannibal,87000000.0,1296.0,351692268.0
Saving Silverman,22000000.0,155.0,19351569.0
Vatel,35000000.0,32.0,0.0
Recess: School's Out,10000000.0,68.0,44460850.0
Sweet November,40000000.0,292.0,65754228.0
Monkeybone,75000000.0,79.0,5409517.0
3000 Miles to Graceland,62000000.0,181.0,18720175.0
The Mexican,57000000.0,453.0,147845033.0
"Me, You, Them",1900000.0,14.0,2070806.0
15 Minutes,60000000.0,194.0,56359980.0
Get Over It,10000000.0,76.0,0.0
The Greatest Story Ever Told,20000000.0,41.0,15473333.0
Elmer Gantry,3000000.0,41.0,10400000.0
Demetrius and the Gladiators,4500000.0,12.0,0.0
The Fantasticks,10000000.0,8.0,0.0
The Abominable Dr. Phibes,3000000.0,79.0,0.0
Battle Beyond the Stars,2000000.0,42.0,11000000.0
Death Warrant,4000000.0,117.0,16853487.0
Double Impact,15000000.0,219.0,30102717.0
Harley Davidson and the Marlboro Man,23000000.0,86.0,7434726.0
Losin' It,7000000.0,31.0,1246141.0
Mermaids,31000000.0,124.0,35419397.0
Manhunter,15000000.0,340.0,8620929.0
Death on the Nile,7920000.0,121.0,14560084.0
River's Edge,19000000.0,59.0,0.0
The Longest Yard,2900000.0,71.0,43008075.0
C.H.U.D.,1250000.0,62.0,3412497.0
Enemy at the Gates,68000000.0,1023.0,96976270.0
Exit Wounds,50000000.0,111.0,79958599.0
Memento,9000000.0,4168.0,39723096.0
Heartbreakers,35000000.0,256.0,0.0
Say It Isn't So,25000000.0,47.0,0.0
Someone Like You...,23000000.0,119.0,0.0
Spy Kids,35000000.0,893.0,147934180.0
Tomcats,11000000.0,75.0,23430766.0
The Tailor of Panama,21000000.0,97.0,28008462.0
Amores perros,2000000.0,537.0,20908467.0
Along Came a Spider,60000000.0,408.0,105178561.0
Blow,53000000.0,1352.0,83282296.0
Pokémon: Spell of the Unknown,16000000.0,143.0,68411275.0
Brigham City,1000000.0,4.0,852206.0
Bridget Jones's Diary,25000000.0,1397.0,281929795.0
Joe Dirt,17700000.0,247.0,30987695.0
Josie and the Pussycats,22000000.0,73.0,0.0
Crocodile Dundee in Los Angeles,21150000.0,149.0,39438674.0
Scarface,25000000.0,3017.0,65884703.0
Driven,94000000.0,180.0,54744738.0
The Forsaken,5000000.0,47.0,0.0
Town & Country,90000000.0,18.0,10372291.0
The Mummy Returns,98000000.0,2258.0,433013274.0
Cleopatra,31115000.0,148.0,71000000.0
Krull,27000000.0,130.0,16519460.0
The World According to Garp,17000000.0,87.0,29712172.0
Candy,3000000.0,12.0,0.0
Fellini Satyricon,3000000.0,64.0,0.0
A Home of Our Own,12000000.0,14.0,1703282.0
For the Boys,40000000.0,20.0,23202444.0
Love Story,2200000.0,123.0,136400000.0
A Knight's Tale,65000000.0,933.0,117487473.0
Angel Eyes,53000000.0,91.0,29700000.0
Shrek,60000000.0,4183.0,484409218.0
Moulin Rouge!,52500000.0,1348.0,179213434.0
Pearl Harbor,140000000.0,1833.0,449220945.0
Postcards from the Edge,22000000.0,53.0,39071603.0
City Slickers,27000000.0,232.0,179033791.0
Mississippi Burning,15000000.0,336.0,34604000.0
The Magnificent Seven,2000000.0,472.0,4905000.0
The Scarlet Empress,900000.0,23.0,0.0
Throw Momma from the Train,14000000.0,147.0,57915972.0
The Sand Pebbles,12000000.0,59.0,20000000.0
Von Ryan's Express,5760000.0,57.0,0.0
The Animal,22000000.0,310.0,84772742.0
What's the Worst That Could Happen?,45000000.0,67.0,0.0
Evolution,80000000.0,650.0,98376292.0
Swordfish,102000000.0,946.0,147080413.0
Catch-22,18000000.0,73.0,24911670.0
Forgotten Silver,650000.0,31.0,0.0
Point Break,24000000.0,861.0,83531958.0
Unlawful Entry,23000000.0,63.0,57138719.0
Macabre,90000.0,7.0,5000000.0
The Seven Year Itch,1800000.0,184.0,0.0
Tootsie,21000000.0,429.0,177200000.0
Too Late the Hero,6250000.0,20.0,0.0
Atlantis: The Lost Empire,120000000.0,1257.0,186053725.0
Lara Croft: Tomb Raider,115000000.0,2235.0,274703340.0
Dr. Dolittle 2,70000000.0,422.0,176104344.0
The Fast and the Furious,38000000.0,3485.0,207283925.0
A.I. Artificial Intelligence,100000000.0,2011.0,235926552.0
Baby Boy,16000000.0,57.0,29381649.0
Crazy/Beautiful,13000000.0,98.0,16929123.0
Sexy Beast,5000000.0,219.0,0.0
The Crimson Rivers,2365000.0,366.0,0.0
Cats & Dogs,60000000.0,363.0,93375151.0
Kiss of the Dragon,25000000.0,304.0,64437847.0
Scary Movie 2,45000000.0,1019.0,141220678.0
The Cannonball Run,18000000.0,161.0,72179579.0
Donovan's Reef,2686000.0,31.0,6600000.0
House of Usher,270000.0,71.0,1450000.0
The Man Who Shot Liberty Valance,3200000.0,272.0,8000000.0
Salvador,4500000.0,73.0,0.0
Shadows and Fog,14000000.0,80.0,2735731.0
The Misfits,4000000.0,76.0,8200000.0
